name,artists,popularity,album_name,danceability,energy,liveness,valence,tempo,speechiness
Azizam,Ed Sheeran,92,Azizam,0.663,0.899,0.065,0.876,127.998,0.0473
JCVDEMS,Damso,75,BÄ’YÄ€H,0.872,0.464,0.12,0.408,119.007,0.277
APPELLE TA COPINE,GIMS,73,APPELLE TA COPINE,0.808,0.55,0.245,0.822,129.967,0.119
TOUCHÃ‰,"GIMS, KeBlack",70,LE NORD SE SOUVIENT : L'ODYSSÃ‰E,0.732,0.717,0.109,0.664,119.055,0.361
Whine,TKS 2G,67,Whine,0.895,0.375,0.108,0.681,102.012,0.057
PAY!,"Theodora, Guy2Bezbar",68,BAD BOY LOVESTORY,0.883,0.879,0.0911,0.841,130.086,0.134
Anxiety,Doechii,85,Alligator Bites Never Heal (Extended),0.807,0.596,0.105,0.881,129.013,0.0394
FASHION DESIGNA,Theodora,72,BAD BOY LOVESTORY,0.83,0.758,0.274,0.538,111.985,0.0683
Poney,Werenoi,80,Diamant Noir,0.45,0.647,0.134,0.392,86.116,0.167
Sexy Woman,La Mano 1.9,77,Sexy Woman,0.66,0.694,0.29,0.399,77.071,0.203
Vrais,Ninho,77,M.I.L.S 2.0,0.786,0.596,0.182,0.514,119.998,0.238
Sous la lune,Jul,79,Rien 100 Rien,0.939,0.812,0.0718,0.891,119.993,0.0751
DtMF,Bad Bunny,97,DeBÃ TiRAR MÃ¡S FOToS,0.625,0.131,0.0807,0.032,136.02,0.0717
Baddies,"Aya Nakamura, JoÃ© DwÃ¨t FilÃ©",77,Baddies,0.734,0.699,0.0926,0.562,159.936,0.186
Mi Amor,Hamza,74,H-24,0.633,0.649,0.137,0.278,57.32,0.102
Chemin d'or,Werenoi,78,CarrÃ©,0.679,0.607,0.159,0.396,91.444,0.161
Un Poco,Ninho,74,M.I.L.S 2.0,0.767,0.832,0.0852,0.946,99.992,0.106
APT.,"ROSÃ‰, Bruno Mars",89,rosie,0.777,0.783,0.355,0.939,149.027,0.26
KÃ¤vi miten kÃ¤vi (feat. emma & matilda),"JVG, emma & matilda",58,KÃ¤vi miten kÃ¤vi (feat. emma & matilda),0.656,0.753,0.328,0.375,125.067,0.0728
Ã„iti Teresa (feat. Bizi),"ABREU, Bizi",65,Ã„iti Teresa (feat. Bizi),0.77,0.852,0.228,0.653,117.009,0.0575
ikilapsi,"ibe, Ares",55,ikilapsi,0.742,0.714,0.112,0.232,95.019,0.0513
Aja tai kuole,"Lauri Haav, Mirella",67,Aja tai kuole,0.658,0.758,0.0806,0.579,135.16,0.0639
Rastat (feat. Jukka Poika),"Sexmane, Jukka Poika",54,Rastat / Nelson Mandela (feat. Jukka Poika),0.837,0.656,0.093,0.954,131.995,0.0563
Iconic,Sara Bee,53,Baddie Issues,0.9,0.711,0.0942,0.694,123.971,0.0649
Bara Bada Bastu,KAJ,75,Sauna Collection,0.757,0.889,0.0397,0.754,106.037,0.0788
Luuleks (feat. Ares),"Sara Bee, Ares",37,Baddie Issues,0.841,0.771,0.0766,0.403,119.023,0.0364
Onneks,Ares,69,Onneks,0.59,0.77,0.062,0.43,93.077,0.155
Kultainen sukupolvi,Ellinoora,51,Kultainen sukupolvi,0.69,0.851,0.273,0.395,130.989,0.0379
Liike on lÃ¤Ã¤ke,Turisti,68,Liike on lÃ¤Ã¤ke,0.735,0.605,0.0906,0.203,74.993,0.048
Espresso Macchiato,Tommy Cash,79,Espresso Macchiato,0.678,0.694,0.133,0.646,119.87,0.0487
Mun ihminen,ELLIMEI,67,Mun ihminen,0.803,0.452,0.145,0.373,120.995,0.165
Herkkukauppa (Bam Tsiki Tsiki),AikaPoliisi,65,Herkkukauppa (Bam Tsiki Tsiki),0.628,0.781,0.113,0.709,125.006,0.0291
Cha Cha Cha / Rim Tim Tagi Dim (Battle Mashup),"KÃ¤Ã¤rijÃ¤, Baby Lasagna",62,Cha Cha Cha / Rim Tim Tagi Dim (Battle Mashup),0.694,0.858,0.352,0.683,155.076,0.0806
Menestys on paras tapa kostaa,Ares,65,APATHIA,0.683,0.637,0.285,0.356,155.89,0.0419
NRO1 BÃ„MÃ„,OLGA,52,SAINT OLGA,0.746,0.935,0.109,0.686,147.99,0.0552
Kaistaa,"BESS, KÃ¤Ã¤rijÃ¤",67,Kaistaa,0.689,0.854,0.233,0.743,143.983,0.0429
#eurodab,"KÃ¤Ã¤rijÃ¤, Baby Lasagna",75,#eurodab,0.674,0.728,0.101,0.625,175.185,0.156
Yks mun ongelmist (feat. Jore & Zpoppa),"DAVI, Jore & Zpoppa",66,Yks mun ongelmist (feat. Jore & Zpoppa),0.8,0.762,0.488,0.537,124.978,0.0511
Leima (feat. Turisti),"Jenni Vartiainen, Turisti",66,ORIGO,0.716,0.705,0.102,0.708,99.956,0.0913
Paha vaanii (feat. Antti),"Niilo, Antti",47,Paha vaanii (feat. Antti),0.675,0.783,0.0909,0.753,105.47,0.0386
Vanhasta Uuteen,Isac Elliot,66,Vanhasta Uuteen,0.487,0.836,0.132,0.61,173.018,0.0331
MÃ¤ en osaa tanssii (feat. Karri Koira),"Gasellit, Karri Koira",58,MÃ¤ en osaa tanssii (feat. Karri Koira),0.676,0.885,0.105,0.852,123.01,0.171
Sisko,emma & matilda,65,Sisko,0.632,0.771,0.124,0.523,103.023,0.0308
SyntymÃ¤merkit,"helmi marleena, Asla Jo",53,SyntymÃ¤merkit,0.715,0.469,0.124,0.303,134.081,0.0338
Ollaanko tÃ¤mÃ¤ kesÃ¤ nÃ¤in?,Olavi Uusivirta,58,Ikuiset lapset,0.463,0.896,0.205,0.545,161.035,0.0467
Ylibuukattu,"Korelon, Sliki",41,Ylibuukattu,0.83,0.822,0.129,0.711,100.01,0.21
SATUMAA,Senya,49,SATUMAA,0.714,0.869,0.232,0.495,150.07,0.0697
Rehellisesti,JVG,65,Rehellisesti,0.633,0.832,0.269,0.672,128.042,0.046
Timanttei,Mirella,60,Kunpa oisin kertonut,0.66,0.681,0.129,0.517,129.885,0.0396
Toisessa elÃ¤mÃ¤ssÃ¤,Lauri Haav,68,Toisessa elÃ¤mÃ¤ssÃ¤,0.459,0.758,0.322,0.349,119.826,0.31
Tuhat ja yksi yÃ¶tÃ¤ (feat. Pyrythekid),"Karim B, Pyrythekid",49,Tuhat ja yksi yÃ¶tÃ¤ (feat. Pyrythekid),0.592,0.839,0.101,0.458,95.972,0.0609
Iha miten vaa,"Ares, Averagekidluke, Turisti",61,APATHIA,0.758,0.754,0.0824,0.497,100.014,0.0597
Diva,Averagekidluke,61,Diva,0.621,0.762,0.314,0.363,129.926,0.0807
Taikuri,Turisti,64,ROADMAN,0.72,0.804,0.298,0.677,145.037,0.061
MVP (feat. ibe & Elastinen),"Jore & Zpoppa, ibe, Elastinen",61,Monsteri,0.747,0.552,0.0781,0.644,97.03,0.0381
Diana,Turisti,63,Diana,0.815,0.566,0.107,0.795,140.016,0.169
Ordinary,Alex Warren,95,"You'll Be Alright, Kid (Chapter 1)",0.368,0.694,0.055,0.391,168.115,0.06
Manchild,Sabrina Carpenter,85,Manchild,0.731,0.685,0.317,0.811,123.01,0.0572
Kaiken arvoinen,Behm,64,Kaiken arvoinen,0.581,0.886,0.127,0.601,150.066,0.0458
MitÃ¤ meist jÃ¤Ã¤,Averagekidluke,64,MitÃ¤ meist jÃ¤Ã¤,0.755,0.781,0.199,0.526,106.948,0.0563
Vihaajat vihaa,Bee,56,Vihaajat vihaa,0.615,0.655,0.199,0.601,77.281,0.158
Leffastara,Costi,58,Leffastara,0.863,0.612,0.19,0.748,105.978,0.0562
MitÃ¤ sÃ¤ teet tÃ¤Ã¤l (feat. Robin Packalen),"Joe L, Robin Packalen",49,MitÃ¤ sÃ¤ teet tÃ¤Ã¤l (feat. Robin Packalen),0.773,0.788,0.215,0.932,123.035,0.0447
Gardenia,Haloo Helsinki!,64,Gardenia,0.663,0.848,0.0673,0.756,124.981,0.0347
Haaveissa Vainko Oot Mun,Ares,51,Haaveissa Vainko Oot Mun,0.637,0.839,0.265,0.344,159.95,0.0453
Luotathan,"Mirella, Lauri Haav",58,Kunpa oisin kertonut,0.62,0.703,0.115,0.27,126.979,0.0567
TytÃ¶t tietÃ¤Ã¤,Etta,64,TytÃ¶t tietÃ¤Ã¤,0.794,0.722,0.558,0.656,119.004,0.0415
Lightskinboy (feat. Sexmane),"Turisti, Sexmane",59,ROADMAN,0.747,0.671,0.0796,0.785,161.958,0.0749
La Plena - W Sound 05,"W Sound, BeÃ©le, Ovy On The Drums",95,La Plena (W Sound 05),0.894,0.643,0.101,0.659,99.039,0.132
no tiene sentido,BeÃ©le,89,BORONDO,0.671,0.596,0.119,0.497,121.976,0.0556
SOLEAO,"Myke Towers, Quevedo",81,SOLEAO,0.738,0.606,0.105,0.628,104.131,0.0603
DROGA,"Mora, C. Tangana",85,LO MISMO DE SIEMPRE,0.695,0.848,0.078,0.878,76.022,0.0569
QLOO*,"Young Cister, Kreamly",82,QLOO*,0.711,0.794,0.348,0.661,117.941,0.0996
capaz (merengueton),"Alleh, Yorghaki",90,LA CIUDAD,0.872,0.614,0.135,0.785,126.957,0.181
AURORA,"Mora, De La Rose",85,LO MISMO DE SIEMPRE,0.595,0.761,0.202,0.367,111.926,0.042
Hiekka,"Nicky Jam, BeÃ©le",86,Hiekka,0.724,0.726,0.12,0.332,107.865,0.0416
Still Luvin,"Delaossa, Quevedo, Bigla The Kid",78,La MadrugÃ¡,0.73,0.731,0.104,0.634,106.964,0.29
mi refe,"BeÃ©le, Ovy On The Drums",84,BORONDO,0.637,0.648,0.119,0.441,123.108,0.271
Da Me,Bad Gyal,66,Da Me,0.667,0.759,0.0811,0.36,179.996,0.153
CUANDO HABLES CON Ã‰L,Aitana,77,CUARTO AZUL,0.533,0.318,0.091,0.34,120.889,0.0427
FLIPA,"JC Reyes, Dei V",83,NACER DE NUEVO,0.774,0.751,0.0769,0.579,99.992,0.0738
6 DE FEBRERO,Aitana,72,CUARTO AZUL,0.677,0.613,0.0652,0.595,116.969,0.0314
VeLDÃ,"Bad Bunny, Omar Courtz, Dei V",92,DeBÃ TiRAR MÃ¡S FOToS,0.613,0.981,0.437,0.0337,101.852,0.149
BAILE INoLVIDABLE,Bad Bunny,96,DeBÃ TiRAR MÃ¡S FOToS,0.168,0.00332,0.112,0.219,119.387,0.0615
CELOSA,"JC Reyes, David Marley",72,NACER DE NUEVO,0.837,0.536,0.136,0.614,120.053,0.118
blackout ðŸ§Š,"Emilia, TINI, Nicki Nicole",85,blackout ðŸ§Š,0.778,0.787,0.111,0.957,137.994,0.0478
NINFO,"JC Reyes, De La Rose, MC Menor JP",76,NACER DE NUEVO,0.756,0.76,0.482,0.914,129.989,0.0379
111,Yan Block,86,111,0.792,0.498,0.0951,0.14,127.974,0.196
Si Antes Te Hubiera Conocido,KAROL G,94,Si Antes Te Hubiera Conocido,0.924,0.668,0.0678,0.787,128.027,0.0469
GUAYA,"Lucho RK, Quevedo",81,GUAYA,0.669,0.846,0.115,0.823,93.955,0.0733
REMEDIO,"JC Reyes, Pirlo",72,NACER DE NUEVO,0.59,0.401,0.113,0.301,114.058,0.153
Comernos,"Omar Courtz, Bad Gyal",82,Comernos,0.779,0.862,0.126,0.355,89.998,0.0835
secuestro,"Slayter, Yan Block, NTG",78,dile no a las drogas,0.764,0.568,0.144,0.674,94.02,0.134
GRAN VÃA,"Quevedo, Aitana",80,BUENAS NOCHES,0.641,0.827,0.357,0.722,159.961,0.0631
NUEVAYoL,Bad Bunny,94,DeBÃ TiRAR MÃ¡S FOToS,0.142,0.195,0.204,0.12,137.922,0.139
Resentia,Pablo Chill-E,82,Los Gangsters Tambien Lloran,0.754,0.692,0.127,0.811,95.015,0.075
HALO,"Quevedo, La Pantera",74,BUENAS NOCHES,0.829,0.786,0.1,0.618,100.037,0.073
Yo sÃ©,"Yan Block, TORRRES",86,Yo sÃ©,0.716,0.462,0.132,0.626,136.045,0.128
DtMF,Bad Bunny,97,DeBÃ TiRAR MÃ¡S FOToS,0.625,0.131,0.0807,0.032,136.02,0.0717
MÃS QUE ALGO,"Mora, Omar Courtz",82,LO MISMO DE SIEMPRE,0.564,0.619,0.122,0.403,103.05,0.0495
NUBES,"De La Rose, Omar Courtz",85,NUBES,0.657,0.666,0.101,0.19,99.945,0.0302
EoO,Bad Bunny,94,DeBÃ TiRAR MÃ¡S FOToS,0.36,0.464,0.0825,0.184,63.662,0.0702
Priti,"Danny Ocean, Sech",87,Priti,0.8,0.681,0.101,0.523,121.915,0.0499
444,"Yan Block, Panda Black",85,444,0.435,0.61,0.142,0.22,118.653,0.0895
VITAMINA,"Jombriel, DFZM, JÃ¸tta",92,VITAMINA,0.815,0.746,0.056,0.768,92.007,0.0528
CONEXIÃ“N PSÃQUICA,Aitana,71,CUARTO AZUL,0.773,0.714,0.0789,0.644,144.957,0.0346
DETRÃS DE TU ALMA,Mora,83,LO MISMO DE SIEMPRE,0.433,0.733,0.244,0.263,89.405,0.128
VOY A LLeVARTE PA PR,Bad Bunny,93,DeBÃ TiRAR MÃ¡S FOToS,0.148,0.604,0.405,1e-05,106.295,0.0588
LATINA FOREVA,KAROL G,88,LATINA FOREVA,0.806,0.715,0.0756,0.5,97.936,0.0538
sobelove,BeÃ©le,81,BORONDO,0.756,0.721,0.0794,0.715,111.994,0.191
Solcito,"Miguel Bueno, Juan Duque",87,Solcito,0.762,0.57,0.315,0.734,100.015,0.0707
VAN CLEEF (feat. Pirlo),"Myke Towers, Pirlo",70,LYKE MIIKE,0.838,0.648,0.183,0.448,101.0,0.319
Toa (with De La Rose),"Dei V, De La Rose",77,LOS FLAVORZ,0.428,0.678,0.263,0.586,86.674,0.141
QuÃ© PasarÃ­a...,"Rauw Alejandro, Bad Bunny",91,Cosa Nuestra,0.833,0.563,0.139,0.343,105.008,0.204
Q U E V A S H A C E R H O Y ?,"Omar Courtz, De La Rose",86,PRIMERA MUSA,0.56,0.681,0.106,0.388,155.079,0.244
La Morocha,"Luck Ra, BM",70,QUE NOS FALTE TODO,0.756,0.769,0.279,0.973,149.109,0.0342
DUELE UN MONTÃ“N DESPEDIRME DE TI,"Aitana, Jay Wheeler",73,CUARTO AZUL,0.758,0.605,0.147,0.489,135.013,0.0983
SUPERESTRELLA,Aitana,71,CUARTO AZUL,0.791,0.847,0.206,0.584,135.995,0.0574
Ø¨Ø¹Ø¨Ø¹ Ø¯Ø§ÙŠØ±ØªÙ‰,Ù…ØµØ·ÙÙŠ Ø§Ù„Ø¬Ù† Ùˆ Ù‡Ø§Ø¯ÙŠ Ø§Ù„ØµØºÙŠØ± - ØªÙŠÙ… Ø§Ù„Ø§Ø¨Ø¯Ø§Ø¹,71,Ø¨Ø¹Ø¨Ø¹ Ø¯Ø§ÙŠØ±ØªÙ‰,0.915,0.877,0.156,0.797,110.008,0.138
LAW NASYANY,"Lege-Cy, Ismail Nosrat",66,LAW NASYANY,0.461,0.694,0.112,0.609,171.822,0.0713
Ù…Ø­ÙƒÙ…Ù‡ ÙˆØ¯Ø®Ù„Ù†Ø§ Ø¹Ù„ÙŠ Ø§Ù„Ù…ÙØ±Ù…Ù‡ - Ø§ÙØªØ±ÙŠ Ùˆ Ø¹ÙˆØ¬Ù„ÙŠ Ø´Ø¹Ø±Ù‡ Ù„ÙˆØ±Ø§,Essam Sasa,71,Ù…Ø­ÙƒÙ…Ù‡ ÙˆØ¯Ø®Ù„Ù†Ø§ Ø¹Ù„ÙŠ Ø§Ù„Ù…ÙØ±Ù…Ù‡ (Ø§ÙØªØ±ÙŠ Ùˆ Ø¹ÙˆØ¬Ù„ÙŠ Ø´Ø¹Ø±Ù‡ Ù„ÙˆØ±Ø§),0.816,0.905,0.166,0.797,109.987,0.0679
Ø§Ù†Ø§ Ù„Ø¨Ø³ÙŠ Ø§ÙˆÙØ± Ø³Ø§ÙŠØ²,"Eslam Kabonga, Figo El Dakhlawy",67,Ø§Ù†Ø§ Ù„Ø¨Ø³ÙŠ Ø§ÙˆÙØ± Ø³Ø§ÙŠØ²,0.846,0.87,0.263,0.65,110.043,0.0448
ÙƒØ§ØªÙ… Ø§Ù„Ø§Ù†ÙØ§Ø³ - Ù…Ø­Ø·ÙˆØ· ØªØ´ÙƒÙŠÙ„,"Ù…ØµØ·ÙÙŠ Ø§Ù„Ø¬Ù† Ùˆ Ù‡Ø§Ø¯ÙŠ Ø§Ù„ØµØºÙŠØ± - ØªÙŠÙ… Ø§Ù„Ø§Ø¨Ø¯Ø§Ø¹, Mostafa Elgen, Hady El Soghayar",69,ÙƒØ§ØªÙ… Ø§Ù„Ø§Ù†ÙØ§Ø³ (Ù…Ø­Ø·ÙˆØ· ØªØ´ÙƒÙŠÙ„),0.862,0.947,0.35,0.853,112.07,0.0549
Ø§Ù†Ø§ Ù…Ø´ Ø¯ÙŠÙ„Ø§Ø± ÙŠØ§ Ø­ÙƒÙˆÙ…Ù‡,Eslam Kabonga,70,Ø§Ù†Ø§ Ù…Ø´ Ø¯ÙŠÙ„Ø§Ø± ÙŠØ§ Ø­ÙƒÙˆÙ…Ù‡,0.889,0.903,0.0711,0.771,109.978,0.0529
Ø­ÙÙ„Ø© ØªÙ†ÙƒØ±ÙŠØ©,Rahma Mohsen,68,Ø­ÙÙ„Ø© ØªÙ†ÙƒØ±ÙŠØ©,0.734,0.904,0.332,0.555,96.02,0.0326
ELWA3D,Wegz,71,ELWA3D,0.831,0.702,0.104,0.463,106.036,0.225
ØµØ­Ø¨ÙŠ ÙŠØ§ ØµØ­Ø¨ÙŠ,Bahaa Sultan,70,ØµØ­Ø¨ÙŠ ÙŠØ§ ØµØ­Ø¨ÙŠ,0.823,0.838,0.101,0.915,100.008,0.0415
Maleket Gamal El Kon,"Tamer Hosny, AL SHAMI",67,Maleket Gamal El Kon,0.656,0.768,0.256,0.605,105.976,0.0518
ÙˆÙ„Ø§Ø¯ Ø§Ù„Ø´Ù…Ø³,Essam Sasa,67,ÙˆÙ„Ø§Ø¯ Ø§Ù„Ø´Ù…Ø³,0.826,0.944,0.112,0.882,110.043,0.0651
KALEMENY BELEL,"Marwan Moussa, Lege-Cy",68,Ø§Ù„Ø±Ø¬Ù„ Ø§Ù„Ø°ÙŠ ÙÙ‚Ø¯ Ù‚Ù„Ø¨Ù‡,0.682,0.348,0.19,0.786,199.08,0.368
ÙÙ‰ Ø²Ù†Ø²Ø§Ù†ØªÙ‰ ÙŠØ§Ù†ÙØ³ÙŠ ØªØ¹Ø¨ØªÙ‰ ÙˆØ§ØªÙ‡Ø§Ù†ØªÙ‰,Essam Sasa,65,ÙÙ‰ Ø²Ù†Ø²Ø§Ù†ØªÙ‰ ÙŠØ§Ù†ÙØ³ÙŠ ØªØ¹Ø¨ØªÙ‰ ÙˆØ§ØªÙ‡Ø§Ù†ØªÙ‰,0.796,0.824,0.365,0.857,110.067,0.0479
Emshy,"Tommy Gun, Rally",67,El Rwaya,0.696,0.508,0.298,0.109,123.988,0.0347
Makrehtosh,Tamer Ashour,67,Yaah,0.396,0.506,0.121,0.33,142.231,0.0422
KEBDA,"Afroto, ONUY",65,Ø£ÙØ¶Ù„ Ø£ØºØ§Ù†Ù‰ 2024,0.875,0.67,0.101,0.819,103.933,0.335
Ø§Ù†Øª Ù‡ØªÙŠØ¬Ù‰ Ù…Ø¹Ø§ÙŠØ§ - Ø§Ù†Ø§ Ø´ØºØ§Ù„ Ø·Ù„Ø¨Ø§Øª,Ù…ØµØ·ÙÙŠ Ø§Ù„Ø¬Ù† Ùˆ Ù‡Ø§Ø¯ÙŠ Ø§Ù„ØµØºÙŠØ± - ØªÙŠÙ… Ø§Ù„Ø§Ø¨Ø¯Ø§Ø¹,54,Ø§Ù†Øª Ù‡ØªÙŠØ¬Ù‰ Ù…Ø¹Ø§ÙŠØ§ (Ø§Ù†Ø§ Ø´ØºØ§Ù„ Ø·Ù„Ø¨Ø§Øª),0.837,0.937,0.119,0.723,112.003,0.0975
Ø§ØªÙ†Ø³ÙŠÙ†Ø§,Youssif Elashry,65,Ø§Ø®Ø± Ù…Ø§ ØªØ¨Ù‚ÙŠ Ù…Ù† Ø§Ø­Ø²Ø§Ù†ÙŠ,0.641,0.389,0.0816,0.635,163.904,0.0777
Ø±Ø¬Ø¹ Ø§Ù„Ù‚Ø§Ø¦Ø¯ Ø±Ø¬Ø¹ Ø§Ù„ÙØ§Ø¦Ø¯ - Ø§Ù‡Ù„Ø§ Ø¨ÙŠÙƒÙˆ Ø±Ø¬Ø¹Øª Ø§Ø±Ø§Ø²ÙŠÙƒÙˆ,Essam Sasa,55,Ø±Ø¬Ø¹ Ø§Ù„Ù‚Ø§Ø¦Ø¯ Ø±Ø¬Ø¹ Ø§Ù„ÙØ§Ø¦Ø¯ (Ø§Ù‡Ù„Ø§ Ø¨ÙŠÙƒÙˆ Ø±Ø¬Ø¹Øª Ø§Ø±Ø§Ø²ÙŠÙƒÙˆ),0.811,0.948,0.44,0.89,110.024,0.109
Ø§Ù„Ø­Ø¨ Ø¹ÙŠØ¨Ù†Ø§,Ramy Sabry,67,Ø§Ù„Ø­Ø¨ Ø¹ÙŠØ¨Ù†Ø§,0.567,0.63,0.257,0.601,159.992,0.0639
KALAMANTINA / ÙƒÙ„Ù…Ù†ØªÙŠÙ†Ø§,"Saint Levant, Marwan Moussa",73,Love Letters / Ø±Ø³Ø§Ø¦Ù„ Ø­Ø¨,0.879,0.626,0.0933,0.822,114.99,0.0528
Seket Leh,Ramy Sabry,67,Ramy Sabry Collection,0.495,0.443,0.323,0.417,148.011,0.0306
Ù„Ù…Ø§ Ø¨ÙŠÙˆØ­Ø´Ù†ÙŠ,Ramy Sabry,65,Ù…Ø¹Ø§ÙŠØ§ Ù‡ØªØ¨Ø¯Ø¹,0.625,0.585,0.0659,0.461,163.925,0.0367
Kadaba,Karim Osama,66,Kadaba,0.852,0.545,0.106,0.405,119.976,0.181
Aal Doghrey,Reda El Bahrawy,62,Aal Doghrey,0.797,0.823,0.036,0.914,122.02,0.0316
Yazmeely,Ilmond,66,Ya Kahera,0.706,0.467,0.112,0.224,100.045,0.0401
Ø­Ø¨ÙŠØ¨ÙŠ ÙˆØ§Ø¨Ù† Ø­Ø¨ÙŠØ¨ÙŠ - Ù…Ù† Ù…Ø³Ù„Ø³Ù„ ÙƒØ§Ù…Ù„ Ø§Ù„Ø¹Ø¯Ø¯ ++,Mahmoud El Esseily,65,Ø­Ø¨ÙŠØ¨ÙŠ ÙˆØ§Ø¨Ù† Ø­Ø¨ÙŠØ¨ÙŠ (Ù…Ù† Ù…Ø³Ù„Ø³Ù„ ÙƒØ§Ù…Ù„ Ø§Ù„Ø¹Ø¯Ø¯ ++),0.539,0.724,0.164,0.517,114.778,0.0555
Ø³ÙŠØ¨Ùƒ Ù…Ù† Ø§Ù„Ù„ÙŠ Ø®Ù„Ø¹ - Ù…Ù† ÙÙŠÙ„Ù… Ø­Ù…Øµ ÙˆØ­Ù„Ø§ÙˆØ©,"Mahmoud El Leithy, Essam Sasa",62,Ø³ÙŠØ¨Ùƒ Ù…Ù† Ø§Ù„Ù„ÙŠ Ø®Ù„Ø¹ (Ù…Ù† ÙÙŠÙ„Ù… Ø­Ù…Øµ ÙˆØ­Ù„Ø§ÙˆØ©),0.89,0.917,0.265,0.771,110.003,0.0443
Yaah,Tamer Ashour,63,Yaah,0.431,0.613,0.227,0.198,148.156,0.039
Ù‡ÙŠØ¬ÙŠÙ„ÙŠ Ù…ÙˆØ¬ÙˆØ¹,Tamer Ashour,65,Ù‡ÙŠØ¬ÙŠÙ„ÙŠ Ù…ÙˆØ¬ÙˆØ¹,0.556,0.675,0.102,0.742,167.826,0.0564
Ø§Ù†Ø§ Ù…Ù† ØºÙŠØ±Ùƒ,Bahaa Sultan,65,Ø§Ù†Ø§ Ù…Ù† ØºÙŠØ±Ùƒ,0.612,0.539,0.166,0.284,100.196,0.0396
Ø¹Ø§Ù„Ø¹Ù…ÙˆÙ…,Shehab,63,Ø¹Ø§Ù„Ø¹Ù…ÙˆÙ…,0.719,0.556,0.123,0.406,116.996,0.253
Ghebet El Habayeb,Tamer Ashour,63,Yaah,0.521,0.568,0.336,0.632,119.418,0.0387
Etghayart,"Tommy Gun, Rally",64,El Rwaya,0.758,0.694,0.227,0.201,129.989,0.03
Kan Mawdo3,Tamer Ashour,65,Tegy Ntrahn,0.478,0.639,0.106,0.298,139.619,0.0454
Ø¹Ø´Ø±ÙŠ Ø¨ÙŠØ¹Ù†ÙŠ Ø§Ù†Ø§,Magdy El Zahar,62,Ø¹Ø´Ø±ÙŠ Ø¨ÙŠØ¹Ù†ÙŠ Ø§Ù†Ø§,0.827,0.93,0.309,0.859,112.003,0.124
Etabelna,Muslim - Ù…ÙØ³Ù„ÙÙ…,63,Etabelna,0.631,0.624,0.171,0.762,154.175,0.0469
Ø§Ù„Ø¶Ø±Ø¨ Ø¹ Ø§Ù„Ø¹ÙŠÙˆÙ† ÙˆØ§Ø¬Ø¨ - Ù„Ø¨Ø³Ùˆ Ø³Ù‡Ø±Ùˆ ÙˆØ§ØµØ±ÙÙˆ,Essam Sasa,62,Ø§Ù„Ø¶Ø±Ø¨ Ø¹ Ø§Ù„Ø¹ÙŠÙˆÙ† ÙˆØ§Ø¬Ø¨ (Ù„Ø¨Ø³Ùˆ Ø³Ù‡Ø±Ùˆ ÙˆØ§ØµØ±ÙÙˆ),0.89,0.949,0.0776,0.854,109.992,0.0841
Ø§Ù„Ø¨Ø®Øª,Wegz,66,Ø§Ù„Ø¨Ø®Øª,0.78,0.59,0.115,0.66,104.977,0.132
Ana Meen,Ø²Ø§Ø¯,65,Ana Meen,0.58,0.338,0.345,0.522,95.133,0.0267
ÙˆØ±ÙŠØªÙƒ Ø§Ù„Ø®ÙŠØ±,Eslam Kabonga,61,ÙˆØ±ÙŠØªÙƒ Ø§Ù„Ø®ÙŠØ±,0.81,0.867,0.118,0.815,106.98,0.0379
ÙŠØ§Ø®ØªÙ‰ Ø¹Ù„ÙŠÙ‡Ø§ Ø­Ù„ÙˆÙ‡ Ø³ÙƒØ±Ù‡,"Mustafa El Gen, Hady Elsoghier",60,ÙŠØ§Ø®ØªÙ‰ Ø¹Ù„ÙŠÙ‡Ø§ Ø­Ù„ÙˆÙ‡ Ø³ÙƒØ±Ù‡,0.903,0.9,0.0854,0.739,110.03,0.236
Ø³ØªØ§Ù…ÙˆÙ†ÙŠ,Shehab,64,Ø³ØªØ§Ù…ÙˆÙ†ÙŠ,0.725,0.587,0.103,0.357,160.009,0.112
Qesm El Shakawy,TUL8TE,64,Qesm El Shakawy,0.597,0.93,0.17,0.953,96.794,0.0704
Ù…Ø§Ù„Ù†Ø§Ø´ ÙƒØ¨ÙŠØ± ÙƒØ¨ÙŠØ±Ù†Ø§ ÙÙˆÙ‚,Eslam Kabonga,62,Ù…Ø§Ù„Ù†Ø§Ø´ ÙƒØ¨ÙŠØ± ÙƒØ¨ÙŠØ±Ù†Ø§ ÙÙˆÙ‚,0.897,0.896,0.153,0.861,109.969,0.171
Ø­Ø¨ÙŠØ¨ÙŠ Ù„ÙŠÙ‡,TUL8TE,66,ÙƒÙˆÙƒØªÙŠÙ„ ØºÙ†Ø§Ø¦ÙŠ Ù„Ù„ÙÙ†Ø§Ù† ØªÙˆÙˆÙ„ÙŠØª Ø­ØµØ±ÙŠØ§Ù‹ Ù„Ø­Ø¨Ø§ÙŠØ¨ Ù‚Ù„Ø¨ÙŠ,0.61,0.86,0.234,0.777,131.854,0.0362
WILDFLOWER,Billie Eilish,96,HIT ME HARD AND SOFT,0.467,0.247,0.17,0.126,148.101,0.0431
